Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
To Live,1994,NOT RATED,1994-12-16,133,"Drama, War",Yimou Zhang,"Wei Lu (screenplay), Hua Yu (novel), Hua Yu (screenplay)","You Ge, Li Gong, Ben Niu, Wu Jiang","After Fugui and Jiazhen lose their personal fortunes, they raise a family and survive difficult cultural changes during 1940s to 1970s China.",Mandarin,"China, Hong Kong",Nominated for 1 Golden Globe. Another 5 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BOGU0OGY2NWItNDA0MC00NmRjLWI4YWQtMTUyNWJmM2RmYjA4XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '8.3/10'}",N/A,8.3,"13,527",tt0110081,movie,01 Jul 2003,N/A,Hallmark Entertainment,N/A,True
Tank Girl,1995,R,1995-03-31,104,"Action, Comedy, Sci-Fi",Rachel Talalay,"Alan Martin (comic strip), Jamie Hewlett (comic strip), Tedi Sarafian","Lori Petty, Ice-T, Naomi Watts, Don Harvey","A girl is among the few survivors of a dystopian Earth. Riding a war tank, she fights against the tyranny of a mega-corporation that dominates the remaining potable water supply of the planet.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMzc0NjBmMzgtMTUxMS00YWFjLTk4NTYtNjE4NTJhOTU3ZTYwXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.3/10'}",N/A,5.3,"27,474",tt0114614,movie,10 Apr 2001,N/A,MGM Home Entertainment,N/A,True
Tales from the Crypt: Demon Knight,1995,R,1995-01-13,92,"Action, Fantasy, Horror, Thriller",Ernest R. Dickerson,"Ethan Reiff, Cyrus Voris, Mark Bishop","John Kassir, Billy Zane, William Sadler, Jada Pinkett Smith",A man on the run is hunted by a demon known as the Collector.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BNGM3N2VmNDQtNWMwNC00MDI5LThhNzYtNTlkZjkwZTJlNTRjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.7/10'}",N/A,6.7,"18,807",tt0114608,movie,22 Aug 2006,N/A,MCA Universal Home Video,N/A,True
Star Trek: Generations,1994,PG,1994-11-18,118,"Action, Adventure, Mystery, Sci-Fi, Thriller",David Carson,"Gene Roddenberry (television series Star Trek), Rick Berman (story), Ronald D. Moore (story), Brannon Braga (story), Ronald D. Moore (screenplay), Brannon Braga (screenplay)","Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton","With the help of long presumed dead Captain Kirk, Captain Picard must stop a renegade scientist willing to murder on a planetary scale in order to enter a space matrix.","English, Klingon",USA,2 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BNjFiMzc4YzAtNGMzYS00NjI0LWJhYTYtN2JiOTI2ODczYzE3XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.6/10'}",55,6.6,"68,053",tt0111280,movie,17 Nov 1998,N/A,Paramount Pictures,N/A,True
Tales from the Hood,1995,R,1995-05-24,98,"Crime, Horror, Thriller",Rusty Cundieff,"Rusty Cundieff, Darin Scott","Clarence Williams III, Joe Torry, De'aundre Bonds, Samuel Monroe Jr.",A funeral director tells four strange tales of horror with an African American focus to three drug dealers he traps in his place of business.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMDZjYTMzZDEtYjJkNS00MTI1LTgyZDctM2FlYjk2NDMyNTQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.3/10'}",N/A,6.3,"5,428",tt0114609,movie,21 Aug 2001,N/A,HBO Video,N/A,True
Tom & Viv,1994,PG-13,1994-12-02,115,"Biography, Drama, Romance",Brian Gilbert,"Michael Hastings (play), Michael Hastings, Adrian Hodges","Willem Dafoe, Miranda Richardson, Rosemary Harris, Tim Dutton","In 1915, T.S. (Tom) Eliot and Vivienne Haigh-Wood elope, but her longstanding gynecological and emotional problems disrupt their planned honeymoon. Her father is angry because Tom's poetry ...",English,"UK, USA",Nominated for 2 Oscars. Another 3 wins & 3 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyMDg2NjAwM15BMl5BanBnXkFtZTcwOTU1OTIyMQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.5/10'}",N/A,6.5,"1,358",tt0111454,movie,08 Apr 2003,N/A,Miramax,N/A,True
Village of the Damned,1995,R,1995-04-28,99,"Horror, Sci-Fi, Thriller",John Carpenter,"John Wyndham (book), Stirling Silliphant, Wolf Rilla, Ronald Kinnoch, David Himmelstein (screenplay)","Christopher Reeve, Kirstie Alley, Linda Kozlowski, Michael Paré",A small town's women give birth to unfriendly alien children posing as humans.,English,USA,2 nominations.,https://ia.media-imdb.com/images/M/MV5BNTY5MzEwMjctMmQ1MS00YThmLWJhMjQtYzMxOWZlNTEyNGM5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.6/10'}",41,5.6,"24,161",tt0114852,movie,15 Dec 1998,N/A,MCA Universal Home Video,N/A,True
Tommy Boy,1995,PG-13,1995-03-31,97,"Adventure, Comedy",Peter Segal,"Bonnie Turner, Terry Turner","Chris Farley, David Spade, Brian Dennehy, Bo Derek","After his auto-parts tycoon father dies, the overweight, underachieving son teams up with a snide accountant to try and save the family business.",English,USA,1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BNTMwZGU3MGUtZWE0Ni00YzExLWIyY2MtMmNmMDlmYTdmNzFkXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.1/10'}",46,7.1,"68,945",tt0114694,movie,09 Nov 1999,N/A,Paramount Home Video,N/A,True
Vanya on 42nd Street,1994,PG,1994-10-19,119,"Comedy, Drama, Romance",Louis Malle,"Anton Chekhov (play), David Mamet (play), Andre Gregory (screenplay)","Phoebe Brand, Lynn Cohen, George Gaynes, Jerry Mayer","New York actors rehearse Chekhov's ""Uncle Vanya"" in a dilapidated theatre.",English,USA,2 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BZDQ1ODk1NDEtOWRkYi00ZTcyLThjNTItZTZlN2VkYTRiNGFkXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.5/10'}",N/A,7.5,"3,796",tt0111590,movie,24 Sep 2002,N/A,Sony Pictures Home Entertainment,N/A,True
The Underneath,1995,R,1995-04-28,99,"Crime, Thriller",Steven Soderbergh,"Don Tracy (novel), Steven Soderbergh (screenplay), Daniel Fuchs (screenplay)","Peter Gallagher, Alison Elliott, William Fichtner, Adam Trese",A recovering gambling addict attempts to reconcile with his family and friends but finds trouble and temptation when caught between feelings for his ex-wife and her dangerous hoodlum boyfriend.,English,USA,1 nomination.,https://images-na.ssl-images-amazon.com/images/M/MV5BMThkNTIwZjItMjg2Ni00MGRiLWIxYTgtOThhODE2ZGNlZTZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.2/10'}",69,6.2,"2,765",tt0114788,movie,17 Nov 1998,N/A,MCA Universal Home Video,N/A,True
The Walking Dead,1995,R,1995-02-24,88,"Drama, War",Preston A. Whitmore II,Preston A. Whitmore II,"Allen Payne, Eddie Griffin, Joe Morton, Vonte Sweet","In 1972 Vietnam, a group of United States Marines are sent in to rescue several POW officers. The Landing Zone (LZ) which should have been ""cold"" actually turns out to indeed be very ""hot"" ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNGZiMzlhMDItMmUxOC00NzA1LTkyMzItMzRhMmZjOWM0ZjBhXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '4.8/10'}",N/A,4.8,679,tt0114888,movie,18 Jul 1995,N/A,HBO Video,N/A,True
What's Eating Gilbert Grape,1993,PG-13,1994-03-04,118,Drama,Lasse Hallström,"Peter Hedges (novel), Peter Hedges (screenplay)","Johnny Depp, Leonardo DiCaprio, Juliette Lewis, Mary Steenburgen","After his father's death, Gilbert has to care for his mentally-disabled brother, Arnie, and his morbidly obese mother. This situation is suddenly challenged though, when love unexpectedly walks into his life.",English,USA,Nominated for 1 Oscar. Another 7 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BY2EyZDlhNjItODYzNi00Mzc3LWJjOWUtMTViODU5MTExZWMyL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.8/10'}",73,7.8,"191,931",tt0108550,movie,17 Nov 2001,N/A,Paramount Pictures,N/A,True
Virtuosity,1995,R,1995-08-04,106,"Action, Crime, Sci-Fi",Brett Leonard,Eric Bernt,"Denzel Washington, Kelly Lynch, Russell Crowe, Stephen Spinella","When a virtual reality simulation created using the personalities of multiple serial killers manages to escape into the real world, an ex-cop is tasked with stopping its reign of terror.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BZWRmMTNlZDEtZTExYi00Y2E4LTg5YjItODFlNWY0Mzc4MDZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.6/10'}",39,5.6,"25,527",tt0114857,movie,25 May 1999,N/A,Paramount Home Video,N/A,True
While You Were Sleeping,1995,PG,1995-04-21,103,"Comedy, Drama, Romance",Jon Turteltaub,"Daniel G. Sullivan, Fredric Lebow","Sandra Bullock, Bill Pullman, Peter Gallagher, Peter Boyle",A hopeless romantic Chicago Transit Authority token collector is mistaken for the fiancée of a coma patient.,English,USA,Nominated for 1 Golden Globe. Another 4 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTU5NjU4NDUzMl5BMl5BanBnXkFtZTgwMjc4NDgzMTE@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.7/10'}",67,6.7,"80,938",tt0114924,movie,03 Feb 1998,N/A,Buena Vista Pictures,N/A,True
The War,1994,PG-13,1994-11-04,126,Drama,Jon Avnet,Kathy McWorter,"Elijah Wood, Kevin Costner, Mare Winningham, Lexi Randall","Vietnam War vet Stephen Simmons must deal with a war of a different sort between his son and their friends, and a rival group of children. He also must deal with his own personal and ...",English,USA,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BNzdiNTFjMWYtOWUyYi00NTI3LTk5MzYtNTUzMGY3MDM3NTMxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.7/10'}",N/A,6.7,"11,032",tt0111667,movie,13 Apr 1999,N/A,Universal Pictures,N/A,True
Double Happiness,1994,PG-13,1995-07-28,87,"Drama, Romance",Mina Shum,Mina Shum,"Sandra Oh, Stephen Chang, Alannah Ong, Donald Fong","Twenty-two year old Chinese-Canadian Jade Li comes from a traditional Chinese family, who try to put on the perfect public persona at all cost so as to ""save face"". One primary part of this...","English, Cantonese",Canada,6 wins & 6 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2MjI3NjQzNV5BMl5BanBnXkFtZTcwNzMzOTE0MQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.2/10'}",N/A,7.2,963,tt0109655,movie,17 Apr 2007,N/A,First Generation,N/A,True
Muriel's Wedding,1994,R,1995-03-31,106,"Comedy, Drama",P.J. Hogan,P.J. Hogan,"Sophie Lee, Roz Hammond, Toni Collette, Belinda Jarrett","A young social outcast in Australia steals money from her parents to finance a vacation where she hopes to find happiness, and perhaps love.",English,"Australia, France",Nominated for 1 Golden Globe. Another 8 wins & 10 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BNTU2M2Q0YzktZGE4MC00YTQ1LWJmZGUtYzdjZTdiODBkY2ZmXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.2/10'}",63,7.2,"30,363",tt0110598,movie,18 May 1999,N/A,Miramax,N/A,True
The Baby-Sitters Club,1995,PG,1995-08-18,94,"Comedy, Drama, Family",Melanie Mayron,"Ann M. Martin (book), Dalene Young","Schuyler Fisk, Bre Blair, Rachael Leigh Cook, Larisa Oleynik",Seven junior-high-school girls organize a daycare camp for children while at the same time experiencing classic adolescent growing pains.,English,USA,2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BZDAyNzZkOTgtNjE3OS00ZDdlLTgxMzQtYzJhYWViNDk2YzFjL2ltYWdlXkEyXkFqcGdeQXVyNjg4NzYzMzA@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.8/10'}",N/A,5.8,"4,757",tt0112435,movie,16 Sep 2003,N/A,Sony Pictures Home Entertainment,N/A,True
Ace Ventura: Pet Detective,1994,PG-13,1994-02-04,86,Comedy,Tom Shadyac,"Jack Bernstein (story), Jack Bernstein (screenplay), Tom Shadyac (screenplay), Jim Carrey (screenplay)","Jim Carrey, Courteney Cox, Sean Young, Tone Loc",A goofy detective specializing in animals goes in search of the missing mascot of the Miami Dolphins.,English,USA,5 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMjAzNTI0ODUxOF5BMl5BanBnXkFtZTgwNTQxNzQxMTE@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.9/10'}",37,6.9,"246,054",tt0109040,movie,11 Sep 1997,N/A,Warner Bros. Pictures,N/A,True
"The Adventures of Priscilla, Queen of the Desert",1994,R,1994-08-10,104,"Comedy, Music",Stephan Elliott,Stephan Elliott,"Hugo Weaving, Guy Pearce, Terence Stamp, Rebel Penfold-Russell",Two drag performers and a transgender woman travel across the desert to perform their unique style of cabaret.,"English, Filipino",Australia,Won 1 Oscar. Another 9 wins & 18 nominations.,https://m.media-amazon.com/images/M/MV5BMTc5MDU1NzcyN15BMl5BanBnXkFtZTcwMDA0ODYyNA@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.5/10'}",68,7.5,"41,656",tt0109045,movie,24 Nov 1997,N/A,Fox Home Entertainment,N/A,True
Backbeat,1994,R,1994-04-15,100,"Biography, Drama, Music",Iain Softley,"Iain Softley, Michael Thomas, Stephen Ward","Sheryl Lee, Stephen Dorff, Ian Hart, Gary Bakewell","A dramatization of the Hamburg, Germany phase of The Beatles' early history.","English, German, French, Russian","UK, Germany",Nominated for 1 BAFTA Film Award. Another 5 wins & 3 nominations.,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxMzAxNjkxNl5BMl5BanBnXkFtZTcwODEzOTUyMQ@@._V1._CR23,21,321,478_SX89_AL_.jpg_V1_SX300.jpg","{'Source': 'Internet Movie Database', 'Value': '6.7/10'}",N/A,6.7,"5,106",tt0106339,movie,12 Aug 2003,N/A,Gramercy Pictures,N/A,True
Bitter Moon,1992,R,1994-03-18,139,"Drama, Romance, Thriller",Roman Polanski,"Pascal Bruckner (novel), Roman Polanski (screenplay), Gérard Brach (screenplay), John Brownjohn (screenplay), Jeff Gross (script collaboration)","Peter Coyote, Emmanuelle Seigner, Hugh Grant, Kristin Scott Thomas","After hearing stories of her, a passenger on a cruise ship develops an irresistible infatuation with an eccentric paraplegic's wife.","English, French","France, UK, USA",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNWViYWQzNDYtOGQ3Ny00N2IxLThmOTctZTZjNzVjYmVkMzhjXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.2/10'}",N/A,7.2,"29,878",tt0104779,movie,03 Jun 2003,N/A,Lionsgate,N/A,True
Bullets Over Broadway,1994,R,1995-02-24,98,"Comedy, Crime",Woody Allen,"Woody Allen, Douglas McGrath","John Cusack, Dianne Wiest, Jennifer Tilly, Chazz Palminteri","In New York in 1928, a struggling playwright is forced to cast a mobster's talentless girlfriend in his latest drama in order to get it produced.",English,USA,Won 1 Oscar. Another 20 wins & 23 nominations.,https://m.media-amazon.com/images/M/MV5BM2M4MWU5NzItYTBkOC00ZjYxLTljZWEtYWMzODY3YmExMWY4XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.5/10'}",N/A,7.5,"32,459",tt0109348,movie,15 Jan 2002,N/A,Miramax Films,N/A,True
Clear and Present Danger,1994,PG-13,1994-08-03,141,"Action, Crime, Drama",Phillip Noyce,"Tom Clancy (novel), Donald E. Stewart (screenplay), Steven Zaillian (screenplay), John Milius (screenplay)","Harrison Ford, Willem Dafoe, Anne Archer, Joaquim de Almeida",CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.,English,USA,Nominated for 2 Oscars. Another 3 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BNDczOWNiMmEtZjA4MS00NDMzLWExNTktYjc0MGU0YTQ3ZDExXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.9/10'}",74,6.9,"78,104",tt0109444,movie,20 Oct 1998,N/A,Paramount Home Video,N/A,True
The Client,1994,PG-13,1994-07-20,119,"Crime, Drama, Mystery",Joel Schumacher,"John Grisham (novel), Akiva Goldsman (screenplay), Robert Getchell (screenplay)","Susan Sarandon, Tommy Lee Jones, Mary-Louise Parker, Anthony LaPaglia",A young boy who witnessed the suicide of a mafia lawyer hires an attorney to protect him when the District Attorney tries to use him to take down a mob family.,English,USA,Nominated for 1 Oscar. Another 3 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BNGNjZWYwZGYtZWIxZC00OTYyLTllYTMtZWNiNmQ0YWUzMjkxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.7/10'}",65,6.7,"52,486",tt0109446,movie,16 Dec 1997,N/A,Warner Home Video,N/A,True
"Corrina, Corrina",1994,PG,1994-08-26,115,"Comedy, Drama, Romance",Jessie Nelson,Jessie Nelson,"Noreen Hennessey, Lucy Webb, Erica Yohn, Tina Majorino","In 1959, a widower hires a kindly housekeeper/nanny to care for his seven-year-old daughter.",English,USA,3 nominations.,https://m.media-amazon.com/images/M/MV5BYTdmN2I5OTgtMWMzYi00YWYyLWJmZDgtYjI1ZWYzMjA2YTUyXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.5/10'}",N/A,6.5,"11,080",tt0109484,movie,21 Dec 1999,N/A,Turner Home Entertainment,N/A,True
Crooklyn,1994,PG-13,1994-05-13,115,"Comedy, Drama",Spike Lee,"Joie Lee (story), Joie Lee (screenplay), Spike Lee (screenplay), Cinqué Lee (screenplay)","Alfre Woodard, Delroy Lindo, David Patrick Kelly, Zelda Harris","Spike Lee's vibrant semi-autobiographical portrait of a school teacher, her stubborn jazz musician husband and their five kids living in Brooklyn in 1973.",English,USA,3 nominations.,https://m.media-amazon.com/images/M/MV5BYWEyM2Q3NDktM2E2Ni00OWIyLWIyYmItMWEyOGRmN2FkZjQ3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.9/10'}",65,6.9,"7,650",tt0109504,movie,23 Feb 1999,N/A,MCA Universal Home Video,N/A,True
The Crow,1994,R,1994-05-13,102,"Action, Drama, Fantasy",Alex Proyas,"James O'Barr (comic book series and comic strip), David J. Schow (screenplay), John Shirley (screenplay)","Brandon Lee, Rochelle Davis, Ernie Hudson, Michael Wincott",A man brutally murdered comes back to life as an undead avenger of his and his fiancée's murder.,English,USA,3 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BM2Y4ZGVhZjItNjU0OC00MDk1LWI4ZTktYTgwMWJkNDE5OTcxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.6/10'}",71,7.6,"151,335",tt0109506,movie,01 Jan 1998,N/A,LionsGate Entertainment,N/A,True
Cobb,1994,R,1994-12-02,128,"Biography, Drama, Sport",Ron Shelton,"Al Stump (article), Al Stump (book), Ron Shelton (screenplay)","Tommy Lee Jones, Robert Wuhl, Lolita Davidovich, Ned Bellamy",A reporter hired to write the 'official' biography of Ty Cobb discovers just how dark the baseball legend's real story is.,English,USA,1 nomination.,https://images-na.ssl-images-amazon.com/images/M/MV5BMzg5YzgwMjgtOWFiYy00YmEyLWJlY2EtZjg5YWQwOTlkMTBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.5/10'}",66,6.5,"6,312",tt0109450,movie,02 Sep 2003,N/A,Warner Home Video,N/A,True
The Flintstones,1994,PG,1994-05-27,91,"Comedy, Family, Fantasy",Brian Levant,"Tom S. Parker, Jim Jennewein, Steven E. de Souza","John Goodman, Elizabeth Perkins, Rick Moranis, Rosie O'Donnell","In this live-action feature of the cartoon show, Fred Flintstone finally gets the job he's always wanted, but it may just come at a price.",English,USA,6 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BYzY0ZTk4YzctNzYzNy00ZDQ0LTg2Y2ItZTQyYzQxMjQwMDc2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '4.8/10'}",38,4.8,"67,771",tt0109813,movie,16 Mar 1999,N/A,MCA Universal Home Video,N/A,True
Forrest Gump,1994,PG-13,1994-07-06,142,"Drama, Romance",Robert Zemeckis,"Winston Groom (novel), Eric Roth (screenplay)","Tom Hanks, Rebecca Williams, Sally Field, Michael Conner Humphreys","The presidencies of Kennedy and Johnson, Vietnam, Watergate, and other history unfold through the perspective of an Alabama man with an IQ of 75.",English,USA,Won 6 Oscars. Another 40 wins & 67 nominations.,https://m.media-amazon.com/images/M/MV5BNWIwODRlZTUtY2U3ZS00Yzg1LWJhNzYtMmZiYmEyNmU1NjMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '8.8/10'}",82,8.8,"1,523,427",tt0109830,movie,28 Aug 2001,"$330,000,000",Paramount Pictures,http://www.paramount.com/movies/forrest-gump/,True
Four Weddings and a Funeral,1994,R,1994-04-15,117,"Comedy, Drama, Romance",Mike Newell,Richard Curtis,"Hugh Grant, James Fleet, Simon Callow, John Hannah","Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love.","English, British Sign Language",UK,Nominated for 2 Oscars. Another 24 wins & 23 nominations.,https://m.media-amazon.com/images/M/MV5BMTMyNzg2NzgxNV5BMl5BanBnXkFtZTcwMTcxNzczNA@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.1/10'}",81,7.1,"120,880",tt0109831,movie,07 Sep 1999,N/A,Gramercy Pictures,N/A,True
